"id","name","address","phone","url","latitude","longitude"
"1622","http://www.crossfitsurfcityusa.com","18241 Gothard Street, Suite 200, Huntington Beach, CA","(714) 653-2213","CrossFit Surf City","33.697334","-118.000218"
"1624","http://crossfitinspire.com/","446 Lancaster Ave, Frazer, PA","(484) 643-0109","CrossFit Inspire","40.036581","-75.560264"
"1626","http://www.crossfit-perimeter.com/","6681 Roswell Road Unit G, Sandy Springs, GA","(404) 531-6872","CrossFit Perimeter","33.9373011","-84.378117"
"1627","http://www.crossfitignitesydney.com.au/","3/198-222 Young Street, Waterloo, NSW","+612 93107117","CrossFit Ignite Sydney","-33.8995237","151.2089012"
"1628","http://www.crossfitgarland.com/?id=1","109 S. 6th Street, Garland, TX","(972) 494-2545","CrossFit Garland","32.9121534","-96.6379222"
"1629","http://cowboycrossfit.com/","760 NW Hill Street, Roseburg, OR","(415) 722-2400","Cowboy CrossFit","43.231347","-123.3633655"
"1632","http://www.CrossFitBNI.com","2640 South Falkenburg Road, Riverview, FL","(813) 671-9230","CrossFit BNI","27.9217403","-82.3379466"
"1633","http://www.crossfitjet.com","1592 Santa Ana Avenue, Sacramento, CA","(916) 548-5808","CrossFit Jet","38.657691","-121.429587"
"1635","http://beachsidecrossfit.com/","2646 Palma Drive, Unit 310 and 315, Ventura, CA","(805) 258-3069","Beach Side CrossFit","34.248806","-119.226218"
"1636","http://www.putitupcrossfit.com/","1061 N State St, Orem, UT","(801) 717-8574","Put It Up CrossFit","40.3166507","-111.7035447"
"1638","http://www.crossfithardnox.com/","110 Cumberland Park Dr., Suite 201, St. Augustine, FL","(904) 477-4436","CrossFit HardNox","30.073548","-81.486515"
"1641","http://www.shorelinecrossfit.com","45 Northeast Industrial Drive, Branford, CT","(203) 488-0202","Shoreline CrossFit","41.3009615","-72.7688699"
"1642","http://www.crossfitpointbreak.com","19419 N Fwy, Suite C, Spring, TX","(281) 830-9183","CrossFit Point Break","30.0117919","-95.4279194"
"1643","http://www.crossfitmoxie.com","1286 Alma Ct., San Jose, CA","(408) 966-0144","CrossFit Moxie","37.3178756","-121.8729655"
"1644","http://sharpefitness.net","5701 La Jolla Blvd, La Jolla, CA","(858) 610-0843","CrossFit La Jolla","32.8157592","-117.2705365"
"1645","http://www.crossfitactive.com.au","Garage 5/94A Bay Road, Sydney, NSW","(041) 419-0747","CrossFit Active","-33.8374998","151.1977937"
"1646","http://www.SnoValleyCrossFit.com","31515 Tolt Hill Road NE, Carnation, WA","(206) 949-8414","Sno-Valley CrossFit","47.6350229","-121.918069"
"1650","http://www.crossfitdriven.com","1890 S. Keaton Rd, Sanger, TX","(940) 458-2644","CrossFit Driven","33.345529","-97.18687"
"1651","http://www.crossfitlewes.com","17517 Nassau Commons Blvd, Lewes, DE","(302) 462-5176","CrossFit Lewes","38.7745565","-75.1393498"
"1654","http://www.bodyconstruction.org/","3965 Henderson Blvd., Suite A, Tampa, FL","(813) 289-7867","CrossFit Body Construction","27.931161","-82.509592"
"1656","http://crossfitjoust.wordpress.com/","3951 Varsity Drive, Ann Arbor, MI","(734) 929-4328","CrossFit Joust","42.2302492","-83.7254763"
"1657","http://www.crossfitwestsac.com","1050 Riverside Parkway, Suite 105, West Sacramento, CA","(916) 607-0292","CrossFit West Sacramento","38.5839187","-121.5637745"
"1659","http://crossfitgreer.com","115C Conway Drive, Greer, SC","(864) 304-8967","CrossFit Greer","34.9440499","-82.2572283"
"1660","http://www.crossfitogden.com","225 East 20th St, Ogden, UT","(801) 814-1131","CrossFit Ogden","41.2311838","-111.9751562"
"1661","http://www.healthsport.com/healthsport_crossfit.html","300 Martin Luther King Jr way, Arcata, CA","(707) 822-3488","CrossFit HSP","40.8665166","-124.0828396"
"1662","http://www.crossfitrenaissance.com","3668 Salmon Street, Philadelphia, PA","(215) 760-5795","CrossFit Renaissance","39.9893772","-75.0907774"
"1663","http://crossfitsalt.com/","100 Commerce Center Drive, Brunswick, GA","(912) 230-7651","CrossFit Salt","31.135994","-81.587761"
"1664","http://www.crossfitcentralmanchester.co.uk","Unit 9 Red Bank, Manchester, England","07595926128","CrossFit Central Manchester","53.4904919","-2.2387564"
"1665","http://www.crossfitmetropolis.com","156 East 100th, New York, NY","(646) 596-6497","CrossFit Metropolis","40.788001","-73.948663"
"1666","http://www.crossfitsausalito.com/","3001 Bridgeway, Sausalito, CA","(415) 331-1179","CrossFit Sausalito","37.869673","-122.503718"
"1667","http://www.crossfitwestlafayette.com","304 Brown St, West Lafayette, IN","(765) 337-6303","CrossFit West Lafayette","40.4220513","-86.9021202"
"1668","http://www.crossfitcadence.com","809 University Ave, Los Gatos, CA","(408) 656-7829","CrossFit Cadence","37.240438","-121.974059"
"1670","http://www.crossfitsomo.com/","220 N Kentucky Ave, West Plains, MO","(417) 293-7393","CrossFit SoMo","36.7320003","-91.8761407"
"1671","http://www.crossfitpacificcoast.com","220 E. Cota St, Santa Barbara, CA","(310) 480-4670","CrossFit Pacific Coast","34.4204788","-119.6938243"
"1672","http://www.crossfitsquamish.ca","38922 Mid way, Squamish, BC","(604) 905-9348","Crossfit Squamish","49.708133","-123.1379889"
"1673","http://www.crossfitbirkenhead.com","22 Mokoia Road, Birkenhead, North Shore","+64 21 784 988","CrossFit Birkenhead","-36.8124207","174.725438"
"1674","http://www.aldapecrossfit.com/","42280 Beacon Hill, #D6, Palm Desert, CA","(760) 799-3993","Aldape CrossFit","33.7416372","-116.3525627"
"1675","http://www.crossfitcharlottesville.com","1309 Belleview Ave, #2, Charlottesville, VA","(434) 260-0209","CrossFit Charlottesville","38.037498","-78.458651"
"1676","http://www.huroniacrossfit.ca","375 William St., Midland, ON","(705) 528-6900","Huronia CrossFit","44.752117","-79.8715637"
"1677","http://www.utecrossfit.com","543 East 2100 South, Salt Lake City, UT","(541) 788-6243","Ute CrossFit Sugarhouse","40.7254383","-111.8753191"
"1679","http://www.crossfitoceanislebeach.com/crossfit-blog/","570 Meadow Summit Drive Suite 17, Ocean Isle Beach, NC","(910) 443-9190","CrossFit Ocean Isle Beach","33.928302","-78.4985839"
"1680","http://crossfit1440.com/theblog/","2018 Lomita Blvd. #10, Lomita, CA","(424) 835-1440","CrossFit 1440","33.800158","-118.3150501"
"1682","http://rosevillecrossfit.com/","8413 Washington Blvd Suite 120, Roseville, CA","(916) 770-6687","CrossFit Roseville","38.7831978","-121.3032853"
"1683","http://www.crossfitcut.com","227 South Street, Walpole, MA","(508) 921-3049","CrossFit Cut Walpole","42.133044","-71.253946"
"1684","http://www.westsoundcrossfit.com","10421 Burnham Drive NW, Bldg 3 Suite B, Gig Harbor, WA","(360) 981-6874","Westsound CrossFit","47.3534282","-122.6099568"
"1685","http://www.crossfitnmb.com","2293 NE 164th Street, North Miami Beach, FL","(305) 608-9358","CrossFit North Miami Beach","25.9271822","-80.1547889"
"1686","http://missioncrossfit.com","24002 Via Fabricante, Suite 201, Mission Viejo, CA","(949) 351-4905","Mission CrossFit","33.6150836","-117.680566"
"1687","http://www.crossfitsky.com","10121 S Sheridan, Tulsa, OK","(918) 557-6669","CrossFit Sky","36.01632","-95.9029599"
"1688","http://CrossFitFWB.com","29 Jet Drive, Fort Walton Beach, FL","(850) 499-4654","CrossFit Fort Walton Beach","30.4134278","-86.6168743"
"1689","http://www.CrossFitCentex.com","502 Sparta Road, Belton, TX","(254) 870-0870","CrossFit CenTex","31.08303","-97.4680419"
"1690","http://www.crossfitperth.com.au","1/116 Winton Road, Joondalup, WA","0061 404824038","CrossFit Perth","-31.7418895","115.7603324"
"1691","http://www.crossfitfsf.com/",", Driebergen, Utrecht","31681968405","Reebok CrossFit FSF","52.056598","5.290549"
"1693","http://www.falloutcrossfit.com","1238 Columbia Park Trail, Richland, WA","(509) 735-0340","FallOut CrossFit","46.2383297","-119.234094"
"1694","http://www.NEPACrossFit.com","180 Courtright Street, Wilkes Barre, PA","(570) 579-3544","NEPA CrossFit","41.2903259","-75.8485969"
"1695","http://www.adaptcrossfit.com/","73 Oatley Ct, Belconnen, ACT","+61407900795","Adapt CrossFit","-35.2420745","149.0596582"
"1696","http://monroecountycrossfit.com/","1717 East Avenue, Rochester, NY","(585) 752-0440","CrossFit Monroe County","43.1459599","-77.5584538"
"1697","http://www.gbcrossfit.com","1014 Parkview Road, Suite A, Green Bay, WI","(920) 468-7232","CrossFit Green Bay","44.4678687","-88.0873541"
"1698","http://www.crossfitridgecrest.com/","1143 Reeves Street, Ridgecrest, CA","(760) 446-5781","CrossFit Ridgecrest","35.6462092","-117.6938243"
"1700","http://orangecoastcrossfit.com/","1677 Superior Avenue Unit H, Costa Mesa, CA","(949) 502-1673","Orange Coast CrossFit","33.6352725","-117.924619"
"1701","http://www.trainingclub.se","Spartagatan 1, Norrtälje, ","0046 76 89 99 426","CrossFit TrainingClub Norrtälje","59.75238","18.7038714"
"1702","http://www.CrossFitTemecula.com","28441 Rancho California Road, Suite Z, Temecula, CA","(760) 650-6878","CrossFit Temecula","33.49747","-117.158065"
"1703","http://www.crossfitfly.com","3767 & 3845 Birch Street,, Newport Beach, CA","(949) 413-2564","CrossFit Fly","33.66359518036403","-117.87214326307844"
"1704","http://crossfitindestri.com","200 Mountain Rd., Collingwood, ON","(705) 444-0006","CrossFit Indestri","44.4997004","-80.2503847"
"1705","http://www.crossfitessex.net","224b High Street, Epping, England","01992 579050","CrossFit Essex","51.6999845","0.1127749"
"1706","http://","56 NE 29th St, Miami, FL","(786) 393-3471","Crossfit WynWood","25.8038108","-80.1937172"
"1707","http://www.crossfitsouthkingstown.com/","1425 Kingstown Rd, Unit 12, Wakefield, RI","(401) 374-5474","CrossFit South Kingstown","41.454471","-71.504254"
"1708","http://crossfithavoc.wordpress.com/","303 US HWY 301 Blvd W Space #401, Bradenton, FL","(580) 284-3310","CrossFit Havoc","27.465835988268353","-82.56612924546357"
"1709","http://www.crossfit-territory.com",", Darwin, NT","0061417813783","CrossFit Territory","-12.460993","130.841814"
"1710","http://www.crossfitgrandview.com/","880 Kinnear Road, Columbus, OH","(614) 481-8336","CrossFit Grandview","39.9976915","-83.0320584"
"1712","http://www.regioncrossfit.com","2701 Beech Street, Valparaiso, IN","(219) 406-6971","Region CrossFit","41.4739128","-87.0277731"
"1713","http://www.crossfit516.com/","7 Roselle Street, Mineola, NY","(516) 680-6534","CrossFit 516","40.753355","-73.637886"
"1714","http://lamorindacrossfit.com/","1037 Blackwood Lane, Lafayette, CA","(925) 283-2596","Lamorinda CrossFit","37.8945689","-122.1123758"
"1716","http://www.hoosiercrossfit.com","501 N Rogers St, Bloomington, IN","(812) 340-0360","Hoosier CrossFit","39.17069077450057","-86.53911035344237"
"1717","http://www.crossfitcm2.com","17 Oyster Place, Montrose Road, Chelmsford, England","+44(0)7725233472","CrossFit CM2","51.7421815","0.5021058"
"1718","http://www.crossfitpetaluma.com","1364 North McDowell Blvd, Unit 19, Petaluma, CA","(707) 548-9716","CrossFit Petaluma","38.273916","-122.664658"
"1719","http://crossfitwoolgoolga.blogspot.com","1/7 Bosworth Road, Woolgoolga, NSW","(026) 654-0800","CrossFit Woolgoolga","-30.1248963","153.1930758"
"1720","http://www.CFlongisland.com","54 East Old Dock Road, Yaphank, NY","(631) 513-8555","CrossFit Long Island","40.814827","-72.943612"
"1722","http://www.altamontecrossfit.com","1010 Bunnell Rd. #1105, Altamonte Springs, FL","(407) 221-9517","Altamonte CrossFit & Sports Performance","28.6575265","-81.4236457"
"1723","http://crossfitvvn.com","3777 Vaca Valley Parkway, Vacaville, CA","(707) 628-8740","CrossFit Vacaville North","38.3903853","-121.9382623"
"1724","http://www.CrossFitHammond.com","301 South Cate Street, Hammond, LA","(985) 687-2830","CrossFit Hammond","30.5061072","-90.4612181"
"1725","http://www.crossfitvacaville.com/","1021 Hume Way, Vacaville, CA","(707) 474-5292","CrossFit Vacaville","38.350891","-121.983606"
"1726","http://www.rockypointcrossfit.ca","1963 Lougheed Highway,, Coquitlam,, BC","(604) 341-1491","Rocky Point CrossFit","49.2309609","-122.8416302"
"1727","http://crossfitkitchener.com","543 Mill St Unit 6, Kitchener, ON","(519) 894-5054","CrossFit Kitchener","43.4340112","-80.4742945"
"1728","http://www.nextlevelcf.com/","22660 Lambert St., Suite 1203, Lake Forest, CA","(949) 215-0245","Next Level CrossFit","33.6334977","-117.7138642"
"1729","http://www.crossfitchainreaction.com","6807 River Mill Dr., Spring, TX","(832) 698-1603","CrossFit Chain Reaction","30.0319587","-95.5229778"
"1730","http://www.crossfitsantarosa.com/","1005 Cleveland Ave, Ste H, Santa Rosa, CA","(707) 542-7725","CrossFit Santa Rosa","38.445184","-122.727053"
"1731","http://bbgoslo.no/crossfit/","Prof. Birkelandsvei 32, Oslo, Oslo","004792603639","BBG CrossFit","59.9418192","10.8829445"
"1732","http://www.crossfitgeelong.com.au","4 Lambert Avenue, Geelong, VIC","61352224660","CrossFit Geelong","-38.1600218","144.3394402"
"1733","http://crossfitwestfield.com/","63 South Avenue, Garwood, NJ","(908) 868-0409","CrossFit Westfield","40.652401","-74.3164199"
"1736","http://www.crossfiteaton.com/","33270 County Road 37, Eaton, CO","(970) 454-2580","CrossFit Eaton","40.485474","-104.715592"
"1737","http://www.CrossFitStapleton.com","3700 Havana Street Unit 218, Denver, CO","(303) 902-5088","CrossFit Stapleton","39.770237","-104.86456"
"1738","http://www.CrossFitTimoro.com","409 W. Chicago Street, Jonesville, MI","(517) 990-2827","CrossFit Timoro","41.9798126","-84.6712127"
"1739","http://www.crossfitbartlett.com","5790 Ferguson Rd, Bartlett, TN","(901) 388-9979","CrossFit Bartlett","35.2010878","-89.8696159"
"1740","http://www.crossfitwinnipeg.com","739 Lagimodiere Blvd, Winnipeg, MB","(204) 283-9256","CrossFit Winnipeg","49.8642932","-97.062635"
"1741","http://www.crossfit-united.com","610 Big Bear Blvd Suite 1A, Columbia, MO","(573) 673-1777","CrossFit United","38.97706","-92.329659"
"1742","http://www.crossfitbasel.ch","Frankfurt-Strasse 36, Münchenstein, ","0041787211287","CrossFit Basel","47.5280921","7.607193"
"1746","http://www.crossfitmsp.com","7600 West 27th Street #201, St. Louis Park, MN","(612) 875-6008","CrossFit MSP","44.9552551","-93.3761823"
"1747","http://www.crossfitgrandstrand.com","201 E. Cox Ferry Rd, Conway, SC","(843) 240-4248","CrossFit Grand Strand","33.807659","-79.008529"
"1750","http://www.coastalcrossfit.com.au","32 Lapoinya Cres, Warana, QLD","(042) 270-4086","Coastal CrossFit Queensland","-26.710333","153.130733"
"1751","http://www.crossfitsurvival.com","3800 Foothill Blvd, Ste A, La Crescenta, CA","(818) 726-5214","CrossFit Survival","34.2377234","-118.2617998"
"1752","http://www.crossfitdowney.com/www.CrossFitDowney.com/Home.html","8232 Firestone Blvd, Downey, CA","(562) 502-7677","CrossFit Downey","33.9404488","-118.133908"
"1753","http://crossfitlocal.com","7401 Rex Rd, Unit 105-B, Chapel Hill, NC","(919) 912-9348","CrossFit Local","35.9699207","-79.0732093"
"1754","http://www.crossfitvidabrickell.net/","1395 Brickell Avenue, Miami, FL","(305) 962-9175","CrossFit Vida Brickell","25.76058","-80.1912119"
"1755","http://www.crossfitdublin.ie/","22a Brookfield Ave, Blackrock, Co. Dublin","00353 851599410","CrossFit Dublin","53.2975249","-6.1782633"
"1756","http://www.CrossFitAalborg.dk","Gasvoerksvej 30, 9000, Aalborg, Nordjylland","28979349","CrossFit Aalborg","57.0495113","9.9500468"
"1757","http://www.crossfittampere.com","Lokomonkatu 25 D, Tampere, L_nsi-Suomi","+358449671171","CrossFit Tampere","61.47845455707549","23.769014765728798"
"1758","http://Crossfitsolus.com","2001 Skyline Drive Suite D400, Sherman, TX","(903) 267-1121","CrossFit Solus","33.653156","-96.640984"
"1759","http://www.crossfitgordon.com","695 Whitney Road, Fairport, NY","(585) 737-3316","CrossFit Gordon","43.1085816","-77.455209"
"1760","http://www.crossfitliberation.com/","9000 Lorton Station Blvd, Suite M, Lorton, VA","(703) 408-7887","CrossFit Liberation","38.713068","-77.214038"
"1763","http://crossfitstmarys.blogspot.com/","Unit 4a Gallipoli Street, St Marys, NSW","(040) 990-0654","CrossFit St Marys","-33.7807533","150.7699196"
"1764","http://www.crossfitmontpellier.fr/","Bat 3, Chemin du Rieucoulon, St Jean de Vedas, H_rault","+33698205357","CrossFit Montpellier","43.57880471289595","3.8506494287109945"
"1765","http://feral-crossfit.com","165 High Rock Ave., Saratoga Springs, NY","(914) 462-1290","Feral CrossFit","43.0882179","-73.7769591"
"1766","http://www.crossfitboom.com/","2401 Callender Rd Suite 111, Mansfield, TX","(214) 499-3560","CrossFit Boom","32.607577","-97.153572"
"1767","http://www.dogtowncrossfit.com/","2890 La Cienega, Culver City, CA","(310) 871-7048","DogTown CrossFit","34.0323391","-118.3785659"
"1768","http://risingcrossfitballantyne.com/","11318 North Community House Rd, Suite 210, Charlotte, NC","(704) 453-4187","Rising CrossFit Ballantyne","35.0558598","-80.835121"
"1770","http://www.crossfitsummerside.com","50 Aerospace Blvd., Summerside, PE","(902) 394-2484","CrossFit Summerside","46.43763381571843","-63.82885001006474"
"1771","http://crossfittransformation.com/","7687 Frontage Road, Cicero, NY","(313) 492-7555","CrossFit Transformation","43.146327","-76.116546"
"1772","http://citizencrossfit.com/","4130 East La Palma Avenue, Anaheim, CA","(714) 336-5588","Citizen CrossFit","33.8590907","-117.8266694"
"1773","http://www.crossfitbrossard.com","1100 route �?douard VII, Saint-Philippe, QC","(514) 973-1322","CrossFit Brossard","45.4010597","-73.4599207"
"1774","http://www.maxability.net","111 Midtown Bridge Approach, Hackensack, NJ","(551) 404-4294","Maxability Sports and CrossFit","40.883345","-74.037745"
"1775","http://www.crossfitparadise.com.au","21/39 Corporation Ct, Tweed Heads, NSW","(040) 409-1335","CrossFit Paradise","-28.2076474","153.5378081"
"1776","http://www.ssasports.com/crossfit","3640 Burnette Rd, Suwanee, GA","(678) 541-0177","CrossFit Suwanee","34.0392225","-84.0765506"
"1778","http://www.crossfitmodig.com/","7048 E. County Line Road, Highlands Ranch, CO","(720) 202-6283","CrossFit Modig","39.5655349","-104.906863"
"1779","http://www.midcoastcrossfit.com","39 Ragged Rock Rd, #2, Old Saybrook, CT","(860) 853-8028","MidCoast CrossFit","41.3023977","-72.3695172"
"1780","http://www.fitfactorypt.com.au","Cnr Coff and Gordon Streets, Coffs Harbour, NSW","(041) 226-6487","CrossFit FitFactory Coffs Coast","-30.2957416","153.1184616"
"1781","http://www.crossfithamar.blogspot.com","�?þróttafélagið �?ór, Hamri við Skarðshlíð, Akureyri, Eyjafj_r_ur","(354) 690-5209","CrossFit Hamar","65.68676207783378","-18.108038306236267"
"1782","http://crossfitchesterfield.com/","18161 Edison Ave.   Units F,G and H, Chesterfield, MO","(314) 677-7000","Chesterfield CrossFit","38.6631083","-90.5770675"
"1783","http://www.CrossFitpandorasbox.com","4847 Northpark Drive, Colorado springs, CO","(865) 360-0229","CrossFit Pandora's Box","38.9002681","-104.8265323"
"1784","http://crossfitringwood.com/","24 Summer Lane, Ringwood, VIC","(039) 870-0807","CrossFit Ringwood","-37.8231688","145.2197176"
"1785","http://www.crossfitoftheozarks.com","2180 N Bristol, Nixa, MO","(417) 848-8957","CrossFit of the Ozarks","37.0922341","-93.30587"
"1787","http://www.crossfitosterbro.dk","Jagtvej 217, Copenhagen, Denmark","004520577880","CrossFit Osterbro","55.708845","12.57474"
"1788","http://www.paradigmcrossfit.com/index.php","7011 Realm Drive, Suite A6, San Jose, CA","(408) 460-2609","Paradigm CrossFit","37.228776","-121.777781"
"1789","http://www.crossfitbalance.com","1111 14th Street, NW, Washington, DC","(908) 246-7840","CrossFit Balance","38.9042291","-77.0317651"
"1790","http://www.crossfitoflocustgrove.com","108 Park 42 Drive Suite D, Locust Grove, GA","(404) 516-1465","CrossFit of Locust Grove","33.3760656","-84.1238216"
"1791","http://www.crossfitwhiterock.com","5815 Live Oaks Street, Suite 104, Dallas, TX","(206) 914-6686","CrossFit White Rock","32.812219","-96.761677"
"1792","http://crossfitfortvancouver.com/","223 E. Reserve St., Unit 101, Vancouver, WA","(360) 989-7765","CrossFit Fort Vancouver","45.62285840586795","-122.653359184375"
"1794","http://www.crossfithoodriver.com","1813 Cascade Ave, Hood River, OR","(971) 998-3041","CrossFit Hood River","45.7093127","-121.5305275"
"1795","http://www.crossfitepoch.com/","250 Sundial Drive, Suite 1, Waite Park, MN","(320) 292-0301","CrossFit Epoch","45.54165439598411","-94.2203485487961"
"1796","http://rossvalleycrossfit.com/","34 Greenfield Avenue, San Anselmo, CA","(415) 297-3656","Ross Valley CrossFit","37.9762663","-122.5604583"
"1798","http://crossfitgulfbreeze.com/","3106 Gulf Breeze Parkway, Gulf Breeze, FL","(850) 934-1260","CrossFit Gulf Breeze","30.386181","-87.0948949"
"1799","http://www.cf702.com","7520 West Washington Ave, Suite 180, Las Vegas, NV","(702) 498-4232","CrossFit 702","36.1813473","-115.2536756"
"1800","http://www.crossfitamrap.com","9114 Virginia Road, Unit #111, Lake in the Hills, IL","(815) 519-1106","CrossFit AMRAP","42.1968729","-88.292816"
"1801","http://www.crossfitantwerpen.be/","Lamorinièrestraat 161, Antwerpen, Flanders","0032476788265","CrossFit Antwerpen","51.2029072","4.420162"
"1802","http://www.crossfitstar.com","1396 Ironeagle Dr., Suite 100, Eagle, ID","(208) 631-3410","CrossFit Station","43.6895556","-116.3373522"
"1803","http://www.crossfitinsanity.com","17875 Sky Park Circle, Ste A and B, Irvine, CA","(714) 234-0283","CrossFit Insanity","33.691421","-117.8581612"
"1804","http://www.crossfitloaded.com","11 Solace Drive, Woodcroft, SA","(040) 408-1921","CrossFit Loaded","-35.1095461","138.5471568"
"1805","http://www.AmityCrossFit.com","3516 El Camino Real, Palo Alto, CA","(650) 704-8712","Amity CrossFit","37.4187846","-122.1342079"
"1807","http://www.crossfittustin.com/","2682 Walnut Ave., Tustin, CA","(714) 497-0660","CrossFit Tustin","33.715022","-117.807298"
"1808","http://www.crossfitwaterford.com/","Unit 2 Carick Pherish Business Park, Northern Industrial Estate, Cleaboy Road, Waterford, Munster","00353 852119780","CrossFit Waterford","52.2567868","-7.1292044"
"1810","http://Eobcrossfit.com","123 N Orchard Street, Ste 6-B, Ormond Beach, FL","(386) 299-3048","East Ormond Beach Crossfit","29.284476","-81.069595"
"1811","http://www.crossfitchaparral.com","6451 E. Shea Blvd, Scottsdale, AZ","(480) 206-2351","CrossFit Chaparral","33.5822467","-111.9419598"
"1812","http://www.portcitycrossfit.com/","102 S. Kerr Ave, Wilmington, NC","(765) 490-4167","Port City CrossFit","34.238755","-77.889677"
"1813","http://www.crossfitcameronpark.com/","3837 Quest Court, Suite 4, Cameron Park, CA","(530) 748-9546","CrossFit Cameron Park","38.656767","-120.948316"
"1814","http://www.crossfitdistinction.com","23500 Mercantile Rd STE H, Beachwood, OH","(650) 455-8866","CrossFit Distinction","41.457867","-81.509681"
"1815","http://www.crossfitvisone.com","7326 CherryVale Mall Dr., Cherry Valley, IL","(815) 520-6656","CrossFit VisOne","42.247684","-88.9757047"
"1817","http://","515 Bethlehem Pike, Colmar, PA","(267) 421-8585","CrossFit Hatfield","40.276956","-75.25991"
"1818","http://prairiecrossfit.com","1B - 45 Trottier Bay, Winnipeg, MB","(204) 619-2884","Prairie CrossFit","49.8267232","-97.1627728"
"1819","http://www.crossfitzen.org/","13500 Aviation Blvd., Hawthorne, CA","(424) 261-2936","CrossFit Zen","33.908279","-118.376199"
"1820","http://www.crossfitnorthmarin.com","1557 South Novato Blvd, Novato, CA","(415) 218-1213","CrossFit North Marin","38.099409","-122.571611"
"1821","http://www.crossfitriviera.ch/","Chemin du Pré-Neuf 121 Zóne Industrielle Villeneuve,, Vevey, Villeneuve","0041797754946","CrossFit Riviera","46.4101057","6.9694423"
"1822","http://crossfitrampage.com/","1105 A West College St, Murfreesboro, TN","(931) 797-3774","CrossFit Rampage","35.857919","-86.408719"
"1823","http://www.crossfitdtw.com/","511 W. 29th Street, Suite C, Pueblo, CO","(719) 544-0199","CrossFit DTW","38.298597","-104.614271"
"1825","http://crossfituntamed.com/","14707 NE 13th Ct, B 100, Vancouver, WA","(360) 608-5701","CrossFit Untamed","45.7279223","-122.6577747"
"1826","http://www.bodyshopcrossfit.com/","#340 1405 Stevens Road, West Kelowna, BC","(250) 868-6658","Bodyshop CrossFit West Kelowna","49.8642661","-119.5743585"
"1828","http://redemptionathletics.net","16442 Gothard Street, #A, Huntington Beach, CA","(714) 483-9258","CrossFit Redemption","33.7238188","-118.0000506"
"1829","http://www.crossfitvillageberwyn.com/","618 East Lancaster Ave, Berwyn, PA",,"CrossFit Village Berwyn","40.0476853","-75.4423554"
"1830","http://www.raleigh-crossfit.com/","15 N. West St, Raleigh, NC","(919) 229-4075","Raleigh CrossFit","35.781341","-78.646583"
"1831","http://www.athleticlab.com/crossfit","1823 NW Maynard Rd, Cary, NC","(919) 607-5000","Cary CrossFit","35.7968844","-78.7990402"
"1832","http://crossfitlascruces.blogspot.com","961 5th Street, Las Cruces, NM","(575) 635-7276","CrossFit Las Cruces","32.3143","-106.795"
"1833","http://www.crossfiteaglerock.com","4662 Eagle Rock Blvd, Los Angeles, CA","(323) 902-7625","CrossFit Eagle Rock","34.1290909","-118.216965"
"1835","http://crossfitindynorth.com/","15475 Endeavor Drive, Suite B, Noblesville, IN","(571) 251-7635","Three Kings CrossFit","40.013862","-85.992026"
"1836","http://www.crossfitbloomfield.com","799 Industrial Court, Bloomfield Hills, MI","(248) 805-1567","CrossFit Bloomfield","42.6053993","-83.2891003"
"1837","http://www.crossfitknights.com","294 West Broad, Cookeville, TN","(931) 265-4955","CrossFit Knights","36.165177","-85.5121266"
"1839","http://www.crossfitdavidson.net/","305 Depot Street, Davidson, NC","(704) 721-5555","CrossFit Davidson","35.500876","-80.851247"
"1840","http://www.p3crossfit.com/","5112 Ashbrook Dr Ste B, Houston, TX","(832) 314-6877","P3 CrossFit","29.7147749","-95.468826"
"1841","http://www.crossfitkristiansand.no/","Nye Tegleverks Vei 5, Kristiansand, Vest Agder","+4741026865","CrossFit Kristiansand","58.1508206","8.0267204"
"1842","http://www.hordacrossfit.com/","Avenida Jose Vicente Trujillo, Guayaquil, Guayas","59399653162","Horda CrossFit","-2.2236835","-79.8945709"
"1843","http://www.fittabodies.com","103 Anzac Pde, Kensington, NSW","(041) 442-6950","Fitta Bodies CrossFit Kensington","-33.908767","151.223052"
"1845","http://www.crossfitwilmette.com/","515 Green Bay Rd, Wilmette, IL","(847) 721-9194","CrossFit Wilmette","42.073906","-87.707517"
"1846","http://www.southernpinescrossfit.com","105 East Connecticut Ave, Southern Pines, NC","(910) 783-4315","Southern Pines CrossFit","35.1750617","-79.3886829"
"1847","http://crossfitcalcourts.com/index.php","518 W. Clark, Eureka, CA","(707) 445-5445","CrossFit CalCourts","40.7966973","-124.1765725"
"1848","http://crossfit101.com","279 East Brokaw Road, San Jose, CA","(408) 772-4508","CrossFit 101","37.3774238","-121.9131835"
"1849","http://www.droppingplatescrossfit.com/","240 Hidden Valley Plaza , Suite 4, St. Robert, MO","(573) 855-9678","Dropping Plates CrossFit","37.8419671","-92.1031181"
"1850","http://www.crossfitfch.com","13661 Jupiter Road, #301B, Dallas, TX","(214) 838-2665","CrossFit FCH","32.8839144","-96.6831343"
"1851","http://www.crossfitvortex.com","55 Winges Road, Unit 9, Vaughan, ON","(647) 967-0948","CrossFit Vortex","43.7863023","-79.5537262"
"1852","http://www.crossfittampabay.com/","7282 114th Avenue, Largo, FL","(727) 412-4391","CrossFit Tampa Bay","27.874986","-82.7391789"
"1853","http://www.premiermartialarts-dunnville.ca","205 Forest St. East P.O. Box 193, Dunnville, ON","(905) 701-1117","Grand River CrossFit","42.9037845","-79.6162578"
